violation_type,violation_section,violation_description,reviewed_dv_classification,normalized_section,numeric_statute_family,explicit_attempt_prefix,categories,reason,charge_rows,source_id_groups,statute_url
PC,636.5,INTERCEPT PUBLIC SAFTEY RADIO COMMUNICATION (M),other,636.5,636.5,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=636.5.
PC,640(B)(5),SKATEBOARDING/ETC IN PARKING STRUCTURE (I),other,640(B)(5),640,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=640.
PC,640(D)(1),DISTURBANCE OF TRANSIT FACILITY (I),other,640(D)(1),640,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=640.
PC,640(D)(1),DISTURBANCE OF TRANSIT FACILITY (M),other,640(D)(1),640,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=640.
PC,646.9(A),STALKING,ambiguous_related,646.9(A),646.9,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=646.9.
PC,646.9(B),STALKING:TEMPORARY RESTRAINING ORDER,ambiguous_related,646.9(B),646.9,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=646.9.
PC,647(C),DISORD CONDUCT:BEGGING,other,647(C),647,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=647.
PC,647(D),DISORD CONDUCT:LOITER IN OR ABOUT TOILET (M),other,647(D),647,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=647.
PC,647(J)(2),DISORDERLY CONDUCT:PEEPING W/CAMERA UNDER/THRU CLOTHES (M),other,647(J)(2),647,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=647.
PC,647.6,ANNOY/MOLEST CHILDREN UNDER 18 (M),other,647.6,647.6,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=647.6.
PC,647.6,ANNOY/MOLEST CHILDREN W/PRIOR CONVICTION (F),other,647.6,647.6,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=647.6.
PC,647.6(A)(1),ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE,other,647.6(A)(1),647.6,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=647.6.
PC,647.6(B),ANNOY CHILD AFTER ILLEGAL ENTRY OF INHABITED BLDG (F),other,647.6(B),647.6,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=647.6.
PC,647.6(C)(1),ANNOY CHILD LESS THAN 18 W/PR (F),other,647.6(C)(1),647.6,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=647.6.
PC,647.6(C)(2),ANNOY CHILD AFTER SPECIFIC PR CONVICTIONS (F),other,647.6(C)(2),647.6,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=647.6.
PC,653.2(A),ELECTRONIC COMMUNICATION DEVICES: THREATS TO SAFETY (M),other,653.2(A),653.2,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=653.2.
PC,653B(A),SEX OFFENDER:LOITER AT SCHOOL (M),other,653B(A),653,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=653.
PC,653F(D),SOLICIT SPECIFIED HEALTH AND SAFETY ACTS (M),other,653F(D),653,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=653.
PC,653G,LOITER WHERE CHILDREN PRESENT (M),other,653G,653,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=653.
PC,653M(B),ANNOYING REPEATED PHONE CALLS RESIDENCE (M),ambiguous_related,653M(B),653,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=653.
PC,653M(B),ANNOYING REPEATED PHONE CALLS RESIDENCE - INTIMIDATION (M),ambiguous_related,653M(B),653,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=653.
PC,653M(B),REPEATED PHONE CALLS INT TO HARASS/ANNOY (M),ambiguous_related,653M(B),653,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=653.
PC,653T(A),DISRUPT CB EMERGENCY TRANS (M),other,653T(A),653,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=653.
PC,666,PETTY THEFT W/PR JAIL TERM (All Other Larceny) (F),other,666,666,0,all|property,property: explicit PC numeric statute family 666,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=666.
PC,666,PETTY THEFT W/PR JAIL TERM (Mot Veh Theft) (F),other,666,666,0,all|property,property: explicit PC numeric statute family 666,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=666.
PC,666,PETTY THEFT W/PR JAIL TERM (Theft From Mot Veh) (F),other,666,666,0,all|property,property: explicit PC numeric statute family 666,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=666.
PC,666.1(A)(1),GRAND THEFT (MOT VEH PARTS) W/2+ PRIOR CONVICTIONS (F),other,666.1(A)(1),666.1,0,all|property,property: explicit PC numeric statute family 666.1,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=666.1.
PC,666.1(A)(1),PETTY THEFT (PURSE SNATCH) W/2+ PRIOR CONVICTIONS (M),other,666.1(A)(1),666.1,0,all|property,property: explicit PC numeric statute family 666.1,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=666.1.
PC,666.1(A)(1),PETTY THEFT W/2 PRIOR CONVICTIONS (F),other,666.1(A)(1),666.1,0,all|property,property: explicit PC numeric statute family 666.1,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=666.1.
PC,69,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH SERIOUS INJURY,other,69,69,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=69.
PC,71,THREATEN SCHOOL/PUBLIC OFFICER/EMPLOYEE,other,71,71,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=71.
PC,76(A),THREATEN/ETC ELECTED OFFICIAL/JUDGE/ETC (M),other,76(A),76,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=76.
PC,827.1,MISDEMEANOR ARREST WARRANT (M),other,827.1,827.1,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=827.1.
PC,836.6(B),ESCAPE/ATT ESCAPE AFTER ARREST W/FORCE CAUSING SER INJ (F),other,836.6(B),836.6,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=836.6.
SMMC,10.32.040(A),Posses open alcoholic container in public,other,10.32.040(A),10.32,0,all,All-source population only; outside the selected statute-family indicators,1,1,
VC,10851,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,other,10851,10851,0,all|property,property: explicit VC numeric statute family 10851,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=10851.
VC,10855,EMBEZZLE RENTED AUTO(OVER $200),other,10855,10855,0,all|property,property: explicit VC numeric statute family 10855,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=10855.
VC,11700,ACT AS DEALER/MFRR/ETC W/O LIC,other,11700,11700,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=11700.
VC,11713J,DEALER ALLOW/MISUSE OF SPECIAL PLATES (M),other,11713J,11713,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=11713.
VC,12500B,OPER MOTORCYCLE W/O PROPER LIC,other,12500B,12500,0,all|driving,driving: explicit VC numeric statute family 12500,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=12500.
VC,14600A,FAIL TO NOTIFY DMV OF ADD CHANGE AFTER 10 DAYS:CDL (I),other,14600A,14600,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=14600.
VC,14601.1(A),DRIVE WHILE LICENSE SUSPENDED,other,14601.1(A),14601.1,0,all|driving,driving: explicit VC numeric statute family 14601.1,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=14601.1.
VC,14601.2(A),DRIVE WHILE LICENSE SUSPENDED FOR DUI,other,14601.2(A),14601.2,0,all|driving,driving: explicit VC numeric statute family 14601.2,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=14601.2.
VC,14601.5(A),DRIVE W/LICENSE SUSPENDED/REVOKED FOR REFUSING CHEM TEST,other,14601.5(A),14601.5,0,all|driving,driving: explicit VC numeric statute family 14601.5,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=14601.5.
VC,14601.5(B),DRIVE W/LICENSE SUSPENDED/ETC WHILE DRIVING PRIVILEGE RESTRICTED,other,14601.5(B),14601.5,0,all|driving,driving: explicit VC numeric statute family 14601.5,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=14601.5.
VC,14607,ALLOW UNLICD MINOR UNDER 18 TO DRIVE (I),other,14607,14607,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=14607.
VC,20001(B)(2),HIT AND RUN RESULTING IN PERMANENT INJURY OR DEATH(IBR 09A),other,20001(B)(2),20001,0,all|driving,driving: explicit VC numeric statute family 20001,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=20001.
VC,20001(B)(2),HIT AND RUN RESULTING IN PERMANENT INJURY OR DEATH(IBR 90Z),other,20001(B)(2),20001,0,all|driving,driving: explicit VC numeric statute family 20001,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=20001.
VC,21201(D)(1),NO BICYCLE LIGHT,other,21201(D)(1),21201,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21201.
VC,21201A,BRAKES REQUIRED ON BICYCLE (I),other,21201A,21201,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21201.
VC,21202A,FAIL TO RIDE BICYCLE:RIGHT EDGE OF ROADWAY (I),other,21202A,21202,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21202.
VC,21453A,SIGNAL LIGHTS:CIRCULAR RED,other,21453A,21453,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21453.
VC,21455,SIGNAL LIGHTS:NON-INTERSECTION (I),other,21455,21455,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21455.
VC,21457A,SIGNAL LIGHTS:FLASHING RED,other,21457A,21457,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21457.
VC,21461A,TRAFFIC CONTROL DEV:DRVR FAILURE TO OBEY,other,21461A,21461,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21461.
VC,21650,LANE USAGE:FAIL TO DRIVE ON RIGHT HALF OF ROAD (I),other,21650,21650,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21650.
VC,21651(C),LANE USAGE:DIV HWY:DRIVE WRONG SIDE OF BARRIER:INJ/DEATH (F),other,21651(C),21651,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21651.
VC,21663,DRVG ON SIDEWALK (I),other,21663,21663,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21663.
VC,21755(A),PASSING: UNSAFE PASSING ON RIGHT OR ON SHOULDER (I),other,21755(A),21755,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21755.
VC,21806C,RIGHT-OF-WAY:PEDESTRIAN YIELD TO EMERGENCY VEH (I),other,21806C,21806,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21806.
VC,21809(A),CHANGE LANE FOR EMERGENCY VEHICLE (I),other,21809(A),21809,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21809.
VC,21950B,PED IN CROSSWALK: STOP/DELAY VEHICLES OR SUDDENLY LEAVE PLACE OF SAFETY (I),other,21950B,21950,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21950.
VC,21954A,RIGHT-OF-WAY:PED NOT IN CROSSWALK YIELD TO VEHS (M),other,21954A,21954,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21954.
VC,22100.5,TURNS:WRONG LANE U-TURN VIOL (I),other,22100.5,22100.5,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22100.5.
VC,22100A,TURNS:IMPROPER RIGHT HAND TURN (I),other,22100A,22100,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22100.
VC,22100B,TURNS:IMPROPER LEFT HAND TURN (I),other,22100B,22100,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22100.
VC,22106,UNSAFE START ON HWY (I),other,22106,22106,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22106.
VC,22348A,EXCEED SPEED LIMIT AS SET IN VC 22349 OR VC 22356 (I),other,22348A,22348,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22348.
VC,22350,UNSAFE SPEED (BASIC SPEED LAW),other,22350,22350,0,all,All-source population only; outside the selected statute-family indicators,1,1,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22350.
