Violation Type,Violation Section,Violation Description,tier,dv_subtype,classification_reason,row_count,event_count,rows_2018_2023,rows_2024,rows_2025
PC,311.4(A),USE MINOR FOR OBSCENE MATTER W/PR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,31360(A),VIOLENT FELON POSSESS/OWN/PURCHASE BODY ARMOR,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,314(1),INDECENT EXPOSURE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,314(1),INDECENT EXPOSURE AFTER ILLEGAL ENTRY OCCUPIED DWELLING (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,314.1,INDECENT EXPOSURE AFTER ILLEGAL ENTRY OCCUPIED DWELLING (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,31500,MANUFACTURE/SALE/POSSESS UNCONVENTIONAL PISTOL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,32310(C),POSSESS LARGE CAPACITY MAGAZINE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,32900,MANUFACTURE/SALE/POSSESSION MULTIBURST TRIGGER ACTIVATOR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,33215,MFG/IMPORT/ETC SHORT BARRELED RIFLE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,337U(C),CLAIM MONEY W/INTENT TO DEFRAUD (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,350(B),MFG/SELL COUNTERFEIT REGISTERED MARK W/PR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,369G(A),DRIVE/RIDE ALONG RAILROAD TRACK (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,374.7(A),LITTER/DUMP WASTE IN WATER/SHORE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,384A,CUT SHRUBS W/O WRITTEN PERMIT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,402(A),STOP AND IMPEDE AT EMERGENCY SCENE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,405A,TAKE PERSON BY MEANS OF RIOT FROM LE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,409,REMAIN AT SCENE OF RIOT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,409.5(C),ENTER CLOSED DISASTER AREA (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,415(2),DISTURBING THE PEACE - LOUD NOISE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,415.5(A)(1),DISORD CONDUCT:FIGHT/CHALLENGE FIGHT AT SCHOOL (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,417(C),EXHIBIT FIREARM IN PRESENCE OF PEACE OFCR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,417.25(A),THREATEN WITH LASER SCOPE WITH INTENT TO CAUSE FEAR (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,417B,DRAW/EXHIBIT FIREARM ON GROUNDS OF DAY CARE CENTER (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,418,FORCIBLE ENTRY AND DETAINER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,4502(B),PRISONER MANUFACTURE WEAPON,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,451(C),ARSON:STRUCTURE/FOREST LAND,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,451(D),ARSON:PROP,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,451D,ARSON:PROP,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,452(D),CAUSING FIRE OF PROPERTY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,452A,CAUSING FIRE THAT CAUSES GREAT BODILY INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,452D,CAUSING FIRE OF PROPERTY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,4573(A),BRING NARCOTIC PARAPHERNALIA INTO PRISON/JAIL,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,4575(A),POSS CELL PHONE/ETC INTO JAIL (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,459,BURGLARY (VEHICLE),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,4600,DAMAGE JAIL/PRISON/PROPERTY (OVER $950),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,4600(A),DAMAGE JAIL/PRISON/PROPERTY (OVER $950),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,4600(A),DAMAGE JAIL/PRISON/PROPERTY (UNDER $950),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,466.5(B),ULAWFUL USE OF VEH MASTER KEY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,466.6(A),MAKE Mot Veh KEY W/O WORK ORDER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,470(A),FORGERY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,470A,ALTER/FORGE/FALSIFY DRVRS LIC/IDENT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,470B,FORGE/HANDWRITING (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,470B,POSS DRVRS LIC/IDENT TO COMMIT FORGERY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,473(B),FORGERY THAT DOES NOT EXCEED $950 (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,475(C),PASS COMPLETED CHECK WITH INTENT TO DEFRAUD,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,475A,POSS BAD CHECK,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,476,MAKE/PASS/PUBLISH FICTITIOUS CHECK/BILL/NOTE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,476,MAKE/PASS/PUBLISH/ETC FICTITIOUS CHECK/BILL/NOTE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,476A(B),NONSUFFICIENT FUNDS:CHECKS W/PR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,484,THEFT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,484.1(A),FALSE INFO TO PAWN BROKER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,484B,DIVERSION OF FUNDS [OVER $2350] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,484C,OBTAIN MONEY BY FALSE VOUCHER (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,484E(B),ACQUIRE ACCES CRD INT SELL [4 OR MORE CARDS] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,484E(D),USE/ACCESS CREDIT CARD ACCOUNT INFORMATION W/O CONSENT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,484G,THEFT BY USE OF CREDIT CARD (UNDER $950),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,484I(A),POSS INCOMPLETE ACCESS CARD (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,484I(B),ALTER ACCESS CARD ACCOUNT INFO (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,484J,PUBLISH ACCESS CARD NUMBER TO DEFRAUD (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,487(A),GRAND THEFT (MOT VEH THEFT),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,487(C),GRAND THEFT FROM PERSON,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,487B,GRAND THEFT:CONVERT REAL PROPERTY [OVER $950] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,487H(A),GRAND THEFT: CARGO OVER $950 (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,488,PETTY THEFT(FROM BUILDING),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,488,PETTY THEFT(Pocket Picking) (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,490.4 (A)(1),THEFT OF MERCHANDISE W/ INTENT TO SELL/EXCHANGE: OVER $950 (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,490.4(A)(4),RECRUIT/ORGANIZE/MANAGE ANOTHER FOR RETAIL THEFT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,498(B)(5),THEFT OF UTILITY SVCS BENEFIT UNDER $950,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,498(D),THEFT OF UTILITY SERVICES [OVER $950] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,499B(A),TAKE BIKE W/O OWNER'S PERMISSION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,503,EMBEZZLEMENT [OVER $950],other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,504,EMBEZZLE PROP BY PUB/PRIV OFCR [OVER $400] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,504,EMBEZZLE PROPERTY BY PUBLIC/PRIVATE OFFICER OVER $400,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,523,THREATENING LETTER W/INTENT TO EXTORT (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,529(A),FALSE PERSONATION OF ANOTHER:SPEC CIRC,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,529(A)(2),PERSONATE TO RECORDED DOCUMENT (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,530,IMPERSONATE TO GET MONEY/FELONY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,530.5(C)(1),POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,532A(2),BENEFIT BY FALSE FIN STATEMENT USING FICTITIOUS NAME (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,532A1,MAKE FALSE FIN STATEMENT USING FICTITIOUS NAME (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,532B,IMPERSONATE VETERAN TO SOLICIT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,532D(A),FRAUD:SOLICIT FOR CHARITABLE/RELIGIOUS CONTRIBUTIONS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,537(A)(1),DEFRAUDING AN INNKEEPER [$950 OR LESS],other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,537(A)(2),DEFRAUDING AN INNKEEPER [OVER $950] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,550(B)(2),CONSPIRE TO MAKE FAKE STATEMENT FOR INS CLAIM BENEFITS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,555.2,LOITER NEAR POSTED PROP (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,565,UNAUTH USE/OBLITERATE DAIRY BRAND REG [$400 OR LESS] (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,594.3(A),VANDALIZE PLACE OF WORSHIP (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,594.3(B),VANDALIZE CHURCH BECAUSE OF RACE TO INTIMIDATE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,594.35(A),DESTROY CEMETERY PROPERTY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,594.4(A),DEFACE STRUCTURE WITH CHEMICALS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,597.7(A),ENDANGER ANIMAL CONFINED IN UNATTENDED MOTOR VEHICLE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,602(O),TRESPASS:REFUSE LEAVE PROPERTY:PEACE OFFICER/OWNER REQUEST,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,602(O),TRESPASS:REFUSE TO LEAVE PROPERTY:OWNER REQUEST,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,602(O),TRESPASS:REFUSE TO LEAVE PROPERTY:PEACE OFFICER REQUEST,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,602(T)(1),TRESPASS: COMMITED PRIOR CRIME ON PROPERTY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,602.8(A),UNAUTHORIZED ENTRY POSTED LAND (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,603,FORCIBLE ENTRY:PROPERTY DAMAGE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,626.7(A),UNAUTH STAY/RETURN:SCHOOL ZONE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,636.5,INTERCEPT PUBLIC SAFTEY RADIO COMMUNICATION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,640(B)(5),SKATEBOARDING/ETC IN PARKING STRUCTURE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,640(D)(1),DISTURBANCE OF TRANSIT FACILITY (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,640(D)(1),DISTURBANCE OF TRANSIT FACILITY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,647(C),DISORD CONDUCT:BEGGING,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,647(D),DISORD CONDUCT:LOITER IN OR ABOUT TOILET (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,647(J)(2),DISORDERLY CONDUCT:PEEPING W/CAMERA UNDER/THRU CLOTHES (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,647.6,ANNOY/MOLEST CHILDREN UNDER 18 (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,647.6,ANNOY/MOLEST CHILDREN W/PRIOR CONVICTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,647.6(A)(1),ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,647.6(B),ANNOY CHILD AFTER ILLEGAL ENTRY OF INHABITED BLDG (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,647.6(C)(1),ANNOY CHILD LESS THAN 18 W/PR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,647.6(C)(2),ANNOY CHILD AFTER SPECIFIC PR CONVICTIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,653.2(A),ELECTRONIC COMMUNICATION DEVICES: THREATS TO SAFETY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,653B(A),SEX OFFENDER:LOITER AT SCHOOL (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,653F(D),SOLICIT SPECIFIED HEALTH AND SAFETY ACTS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,653G,LOITER WHERE CHILDREN PRESENT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,653T(A),DISRUPT CB EMERGENCY TRANS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,666,PETTY THEFT W/PR JAIL TERM (All Other Larceny) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,666,PETTY THEFT W/PR JAIL TERM (Mot Veh Theft) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,666,PETTY THEFT W/PR JAIL TERM (Theft From Mot Veh) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,666.1(A)(1),GRAND THEFT (MOT VEH PARTS) W/2+ PRIOR CONVICTIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,666.1(A)(1),PETTY THEFT (PURSE SNATCH) W/2+ PRIOR CONVICTIONS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,666.1(A)(1),PETTY THEFT W/2 PRIOR CONVICTIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,69,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH SERIOUS INJURY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,71,THREATEN SCHOOL/PUBLIC OFFICER/EMPLOYEE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
